deposit,age,job,education,default,housing,loan,contact,month,duration,campaign,pdays,poutcome
yes,31,management,tertiary,no,no,no,cellular,feb,258,1,73,failure
no,31,technician,secondary,no,no,no,cellular,feb,119,2,175,failure
no,47,technician,secondary,no,yes,no,cellular,feb,139,3,73,success
no,39,bluecollar,primary,no,yes,no,cellular,feb,361,2,258,other
no,41,bluecollar,primary,no,yes,no,cellular,feb,844,2,252,failure
no,46,bluecollar,secondary,no,yes,yes,cellular,feb,219,2,244,failure
no,29,technician,secondary,no,yes,no,cellular,feb,42,7,228,other
no,33,services,secondary,no,yes,no,cellular,feb,141,4,201,other
no,50,technician,secondary,no,no,no,cellular,feb,171,2,5,other
no,35,admin,secondary,no,yes,no,cellular,feb,115,3,245,failure
yes,28,unemployed,primary,no,yes,no,cellular,feb,981,5,269,failure
no,35,bluecollar,primary,no,yes,yes,cellular,feb,698,2,271,other
yes,37,management,tertiary,no,yes,no,cellular,feb,289,2,174,other
no,54,management,tertiary,no,yes,no,cellular,feb,161,3,73,other
no,42,services,primary,no,yes,no,cellular,feb,164,2,262,failure
no,51,services,secondary,no,yes,no,cellular,feb,177,2,211,failure
no,50,technician,tertiary,no,yes,yes,cellular,feb,116,2,253,failure
no,33,technician,tertiary,no,yes,no,cellular,feb,161,1,256,failure
yes,54,technician,secondary,no,yes,no,cellular,feb,261,1,195,failure
no,40,admin,secondary,no,yes,no,cellular,feb,561,1,201,failure
no,33,services,tertiary,no,yes,yes,cellular,feb,54,2,270,failure
no,51,bluecollar,primary,no,yes,no,telephone,feb,143,4,272,failure
no,52,entrepreneur,tertiary,no,yes,yes,cellular,feb,373,1,236,failure
no,32,services,secondary,no,yes,yes,cellular,feb,158,4,201,failure
no,51,housemaid,primary,no,no,no,cellular,feb,91,2,159,failure
no,33,admin,secondary,no,no,no,cellular,feb,515,3,6,other
no,33,admin,secondary,no,no,no,cellular,feb,18,5,6,other
no,42,admin,secondary,no,yes,no,cellular,feb,198,5,244,failure
no,58,management,tertiary,no,yes,no,telephone,feb,140,6,6,other
no,40,management,tertiary,no,yes,no,cellular,feb,267,4,270,other
no,46,bluecollar,secondary,no,no,no,cellular,feb,380,5,217,other
no,59,retired,tertiary,no,no,yes,cellular,feb,231,1,210,failure
no,54,management,tertiary,no,no,yes,cellular,feb,47,1,265,other
no,36,technician,secondary,no,yes,no,cellular,feb,75,1,273,failure
no,38,entrepreneur,secondary,no,yes,no,cellular,feb,112,1,244,failure
no,38,admin,secondary,no,yes,no,cellular,feb,197,1,274,failure
no,39,services,secondary,no,no,no,cellular,feb,137,1,189,failure
no,47,bluecollar,secondary,no,yes,no,cellular,feb,220,1,246,failure
no,38,admin,secondary,no,yes,no,cellular,feb,93,2,274,failure
no,36,bluecollar,secondary,no,no,no,cellular,feb,235,1,244,failure
yes,28,selfemployed,tertiary,no,yes,no,cellular,feb,546,3,196,failure
no,28,technician,secondary,no,yes,no,cellular,feb,16,6,268,failure
no,58,retired,secondary,no,no,yes,cellular,feb,72,6,274,failure
no,30,technician,tertiary,no,yes,no,cellular,feb,128,1,274,failure
no,38,entrepreneur,tertiary,no,yes,no,cellular,feb,89,1,209,failure
no,53,bluecollar,secondary,no,yes,yes,cellular,feb,101,2,250,failure
yes,31,management,tertiary,no,yes,no,cellular,feb,572,2,238,other
no,47,technician,secondary,no,yes,no,cellular,feb,57,1,247,other
no,45,entrepreneur,secondary,no,no,yes,cellular,feb,510,1,198,failure
no,46,technician,secondary,no,no,no,cellular,feb,6,9,7,other
no,39,management,secondary,no,yes,no,cellular,feb,71,1,243,failure
no,54,management,tertiary,no,yes,yes,cellular,feb,102,2,77,failure
no,33,management,tertiary,no,yes,no,cellular,feb,147,1,253,other
no,33,bluecollar,secondary,no,yes,yes,cellular,feb,117,1,253,failure
no,28,services,secondary,no,no,no,cellular,feb,112,4,201,failure
no,46,bluecollar,secondary,no,no,yes,cellular,feb,23,5,7,other
no,59,bluecollar,primary,no,no,no,cellular,feb,253,3,215,other
no,32,technician,secondary,no,yes,no,cellular,feb,429,1,201,failure
no,41,bluecollar,secondary,no,yes,no,cellular,feb,123,1,271,failure
no,52,technician,secondary,no,yes,no,cellular,feb,132,6,267,failure
no,49,technician,tertiary,no,no,no,cellular,feb,9,7,163,other
no,33,admin,secondary,no,no,yes,cellular,feb,160,2,212,other
no,38,selfemployed,secondary,no,yes,no,cellular,feb,206,3,223,other
no,54,management,tertiary,no,yes,yes,cellular,feb,85,2,231,other
no,58,entrepreneur,tertiary,no,yes,yes,cellular,feb,304,2,229,failure
no,60,retired,secondary,no,yes,yes,cellular,feb,279,3,266,failure
no,27,bluecollar,secondary,no,yes,no,cellular,feb,603,2,259,failure
no,37,management,tertiary,no,yes,no,cellular,feb,207,3,272,other
no,32,bluecollar,secondary,no,no,no,cellular,feb,388,3,272,other
no,45,admin,unknown,no,no,no,telephone,feb,56,4,7,other
no,45,selfemployed,secondary,no,yes,no,cellular,feb,76,2,204,other
no,44,management,primary,no,yes,no,cellular,feb,79,2,269,other
no,33,management,tertiary,no,no,no,cellular,feb,283,1,260,failure
no,32,services,secondary,no,yes,no,cellular,feb,150,1,262,failure
no,44,bluecollar,secondary,no,yes,no,cellular,feb,342,1,252,other
no,39,technician,secondary,no,no,no,cellular,feb,221,1,241,failure
no,47,bluecollar,secondary,no,yes,no,cellular,feb,105,1,253,failure
no,27,entrepreneur,tertiary,no,no,no,cellular,feb,197,1,199,failure
no,30,bluecollar,secondary,no,yes,no,cellular,feb,259,1,260,failure
no,32,technician,secondary,no,yes,no,cellular,feb,588,2,175,failure
no,29,services,primary,no,yes,no,cellular,feb,205,1,245,failure
yes,31,technician,tertiary,no,no,no,cellular,feb,642,1,167,failure
no,33,management,tertiary,no,yes,no,cellular,feb,271,2,233,other
no,30,management,secondary,no,yes,no,cellular,feb,232,1,253,failure
no,55,retired,secondary,no,yes,no,cellular,feb,33,4,8,other
yes,26,entrepreneur,secondary,no,yes,no,cellular,feb,810,1,268,failure
no,41,management,tertiary,no,no,no,cellular,feb,255,1,234,other
no,26,services,secondary,no,yes,no,cellular,feb,401,2,272,other
no,42,management,primary,no,yes,no,cellular,feb,81,3,273,failure
no,26,selfemployed,secondary,no,yes,no,cellular,feb,205,2,253,success
no,57,management,secondary,no,no,yes,cellular,feb,75,1,8,other
no,46,admin,secondary,no,no,no,cellular,feb,69,2,8,other
no,49,bluecollar,primary,no,yes,no,cellular,feb,537,2,196,other
no,30,services,secondary,no,yes,no,cellular,feb,103,1,265,other
yes,54,services,unknown,no,yes,no,cellular,feb,686,2,267,other
no,37,student,secondary,no,no,no,cellular,feb,187,1,8,other
no,50,management,tertiary,no,yes,no,cellular,feb,1118,1,8,other
no,32,management,tertiary,no,no,no,cellular,feb,93,1,8,other
no,29,selfemployed,tertiary,no,no,yes,cellular,feb,148,1,8,other
no,34,technician,tertiary,no,no,yes,cellular,feb,102,1,170,failure
no,40,management,secondary,no,yes,no,cellular,feb,166,1,8,other
no,58,retired,secondary,no,yes,no,cellular,feb,55,1,8,other
no,44,entrepreneur,secondary,no,yes,yes,cellular,feb,269,3,234,other
no,57,management,tertiary,no,no,no,cellular,feb,41,1,253,failure
no,32,services,secondary,no,no,no,cellular,feb,277,1,169,failure
no,40,admin,secondary,no,yes,no,telephone,feb,89,1,274,failure
no,42,technician,secondary,no,yes,no,cellular,feb,208,1,275,failure
no,30,unemployed,secondary,no,no,yes,cellular,feb,528,2,196,failure
no,33,management,tertiary,no,yes,no,cellular,feb,26,8,267,other
no,27,technician,secondary,no,yes,yes,cellular,feb,147,2,216,failure
no,36,student,secondary,no,no,no,cellular,feb,518,2,8,other
no,48,bluecollar,secondary,no,no,no,cellular,feb,85,2,8,other
no,31,student,tertiary,no,yes,no,cellular,feb,15,5,261,other
no,31,management,unknown,no,yes,no,cellular,feb,425,2,189,other
no,46,technician,tertiary,no,no,no,cellular,feb,120,2,224,failure
no,37,bluecollar,primary,no,yes,no,cellular,feb,127,2,258,failure
no,37,management,tertiary,no,yes,no,cellular,feb,89,2,252,failure
no,40,unemployed,tertiary,no,yes,no,cellular,feb,171,5,230,failure
no,33,bluecollar,secondary,no,yes,no,cellular,feb,273,3,212,failure
no,37,bluecollar,secondary,no,yes,no,cellular,feb,60,2,272,failure
no,31,technician,tertiary,no,yes,no,cellular,feb,176,2,8,other
no,30,management,tertiary,no,no,no,cellular,feb,124,4,213,failure
no,29,bluecollar,secondary,no,no,yes,cellular,feb,204,2,214,failure
no,38,bluecollar,primary,no,no,no,cellular,feb,15,3,9,other
no,43,technician,primary,no,yes,no,cellular,feb,12,5,268,other
no,30,unemployed,tertiary,no,no,no,cellular,feb,90,6,256,failure
no,55,technician,secondary,no,no,no,cellular,feb,13,8,9,other
no,41,management,secondary,no,yes,no,cellular,feb,38,1,212,other
no,38,bluecollar,secondary,no,yes,yes,cellular,feb,168,1,212,failure
no,43,admin,secondary,no,yes,no,telephone,feb,24,5,276,other
no,41,bluecollar,primary,no,yes,no,cellular,feb,620,4,200,success
no,47,management,tertiary,no,yes,no,telephone,feb,138,4,9,other
no,34,technician,secondary,no,yes,no,cellular,feb,154,2,197,failure
no,45,bluecollar,secondary,no,yes,no,cellular,feb,232,4,253,failure
no,35,management,tertiary,no,yes,no,cellular,feb,69,2,261,other
no,35,admin,secondary,no,no,yes,cellular,feb,12,7,217,failure
no,38,management,tertiary,no,yes,no,cellular,feb,105,2,252,failure
no,35,management,secondary,no,yes,no,telephone,feb,139,8,273,failure
no,27,selfemployed,secondary,no,yes,no,cellular,feb,1160,2,192,failure
no,55,technician,secondary,no,yes,yes,cellular,feb,47,3,263,failure
no,28,bluecollar,secondary,no,no,no,cellular,feb,129,4,211,other
no,32,housemaid,primary,no,yes,no,cellular,feb,129,2,197,failure
no,52,bluecollar,primary,no,yes,no,cellular,feb,306,3,253,other
no,40,bluecollar,primary,no,yes,no,cellular,feb,356,3,262,failure
no,37,bluecollar,secondary,no,yes,no,cellular,feb,158,2,279,failure
no,33,management,tertiary,no,yes,no,telephone,feb,12,12,256,other
no,30,management,tertiary,no,yes,no,cellular,feb,75,4,258,failure
no,56,management,tertiary,no,no,no,cellular,feb,108,2,199,other
no,46,services,secondary,no,yes,no,cellular,feb,84,4,256,failure
no,46,services,secondary,no,yes,no,cellular,feb,388,3,257,failure
no,33,technician,secondary,no,yes,no,cellular,feb,91,3,236,other
yes,34,admin,secondary,no,yes,no,cellular,feb,97,1,85,failure
no,39,management,secondary,no,yes,yes,cellular,feb,67,1,209,failure
no,28,admin,tertiary,no,yes,yes,cellular,feb,56,1,184,failure
no,56,management,tertiary,no,no,no,cellular,feb,134,3,94,failure
no,25,student,tertiary,no,yes,yes,cellular,feb,266,2,219,other
no,56,services,secondary,no,no,no,cellular,feb,112,1,227,failure
yes,27,unknown,secondary,no,no,no,telephone,feb,232,1,101,failure
yes,30,management,tertiary,no,yes,no,cellular,feb,195,1,100,success
yes,38,technician,secondary,no,yes,no,cellular,feb,99,1,102,success
no,28,bluecollar,secondary,no,yes,no,cellular,mar,61,11,282,other
yes,34,technician,secondary,no,yes,no,cellular,mar,95,2,231,failure
yes,38,admin,tertiary,no,no,no,cellular,mar,164,2,130,failure
no,32,management,tertiary,no,no,no,cellular,mar,253,2,129,failure
no,47,bluecollar,secondary,no,yes,yes,cellular,apr,274,1,238,failure
no,32,services,tertiary,no,yes,no,cellular,apr,1156,1,261,other
no,46,selfemployed,tertiary,no,yes,no,cellular,apr,463,1,133,failure
no,34,bluecollar,secondary,no,yes,yes,cellular,apr,161,2,253,failure
no,38,management,unknown,no,yes,no,cellular,apr,951,1,132,failure
no,49,admin,secondary,no,yes,no,cellular,apr,303,1,331,failure
no,36,technician,secondary,no,no,no,cellular,apr,320,1,134,failure
no,48,services,secondary,no,yes,no,cellular,apr,146,1,267,failure
no,35,selfemployed,tertiary,no,yes,no,cellular,apr,58,1,136,failure
no,35,selfemployed,tertiary,no,yes,no,cellular,apr,361,1,136,other
no,37,management,tertiary,no,yes,no,cellular,apr,246,2,133,failure
no,38,technician,secondary,no,yes,no,cellular,apr,187,1,332,failure
no,24,services,secondary,no,yes,no,cellular,apr,297,1,323,failure
no,35,admin,secondary,no,yes,no,cellular,apr,445,1,135,failure
no,38,technician,secondary,no,yes,no,cellular,apr,277,2,333,failure
no,56,retired,secondary,no,no,no,cellular,apr,484,1,135,failure
no,43,unemployed,secondary,no,yes,no,cellular,apr,273,2,136,failure
yes,55,bluecollar,secondary,no,yes,no,cellular,apr,296,1,270,failure
no,44,entrepreneur,tertiary,no,yes,yes,cellular,apr,345,2,249,other
no,40,entrepreneur,tertiary,no,yes,no,cellular,apr,235,1,133,failure
no,37,management,primary,no,yes,no,cellular,apr,610,2,138,failure
no,40,management,tertiary,no,yes,no,cellular,apr,322,1,265,success
no,45,bluecollar,secondary,no,yes,no,cellular,apr,551,3,313,failure
no,30,technician,secondary,no,yes,no,cellular,apr,1108,2,270,failure
no,44,bluecollar,secondary,no,yes,no,cellular,apr,122,3,136,failure
no,40,admin,secondary,no,yes,yes,cellular,apr,272,1,335,other
no,59,services,primary,no,yes,no,telephone,apr,471,2,270,other
no,33,admin,secondary,no,yes,no,telephone,apr,125,3,249,failure
no,36,bluecollar,secondary,no,yes,no,cellular,apr,183,1,266,failure
no,31,management,secondary,no,yes,no,cellular,apr,424,1,138,failure
no,40,admin,unknown,no,yes,no,cellular,apr,345,2,138,other
no,40,admin,secondary,no,yes,yes,cellular,apr,389,1,266,other
no,53,bluecollar,primary,no,yes,no,cellular,apr,208,1,140,failure
no,29,selfemployed,tertiary,no,yes,no,cellular,apr,89,1,314,other
no,37,technician,tertiary,no,yes,no,cellular,apr,436,1,140,failure
no,33,bluecollar,primary,no,yes,no,cellular,apr,311,1,330,failure
no,24,admin,secondary,no,no,no,cellular,apr,66,1,330,failure
no,49,entrepreneur,tertiary,no,yes,yes,cellular,apr,253,1,140,failure
no,36,services,secondary,no,yes,no,cellular,apr,15,1,316,failure
no,44,unemployed,secondary,no,yes,no,cellular,apr,185,1,328,failure
no,34,unemployed,secondary,no,yes,no,cellular,apr,221,2,267,other
no,35,bluecollar,secondary,no,yes,no,cellular,apr,182,1,292,failure
no,37,admin,secondary,no,yes,no,cellular,apr,376,1,295,failure
no,35,technician,tertiary,no,yes,no,cellular,apr,2129,1,322,failure
no,40,entrepreneur,tertiary,no,yes,yes,cellular,apr,120,1,294,failure
no,32,technician,secondary,no,yes,no,cellular,apr,518,2,261,failure
yes,33,management,tertiary,no,yes,no,cellular,apr,1190,1,141,other
no,44,admin,secondary,no,yes,yes,cellular,apr,229,1,313,failure
no,35,management,tertiary,no,yes,yes,cellular,apr,180,2,254,failure
yes,38,bluecollar,secondary,no,yes,no,cellular,apr,1691,2,264,failure
no,30,management,tertiary,no,yes,no,cellular,apr,78,2,289,other
no,38,bluecollar,secondary,no,yes,no,cellular,apr,286,4,321,failure
no,39,management,tertiary,no,yes,no,cellular,apr,85,1,325,other
no,42,management,tertiary,no,no,no,cellular,apr,311,1,336,failure
no,32,admin,secondary,no,yes,no,cellular,apr,236,1,330,failure
no,34,unemployed,secondary,no,yes,yes,cellular,apr,272,1,323,failure
no,35,admin,secondary,no,yes,no,cellular,apr,259,2,262,failure
no,51,bluecollar,primary,no,yes,no,cellular,apr,348,1,329,failure
no,43,management,unknown,no,no,no,cellular,apr,109,2,339,failure
no,34,technician,secondary,no,yes,yes,cellular,apr,353,2,163,success
no,37,technician,secondary,no,yes,no,cellular,apr,121,5,315,other
no,40,bluecollar,secondary,no,yes,no,cellular,apr,385,2,331,failure
no,38,admin,tertiary,no,yes,no,cellular,apr,345,2,323,failure
no,41,bluecollar,secondary,no,yes,no,cellular,apr,137,1,333,other
no,42,entrepreneur,tertiary,no,yes,no,cellular,apr,444,1,300,failure
no,34,admin,secondary,no,yes,no,cellular,apr,186,1,327,failure
no,45,admin,secondary,no,yes,no,cellular,apr,754,3,143,failure
no,49,bluecollar,secondary,no,yes,no,cellular,apr,470,2,334,failure
no,38,admin,secondary,no,yes,no,cellular,apr,363,2,327,failure
no,38,bluecollar,secondary,no,yes,no,cellular,apr,217,3,327,failure
no,42,bluecollar,primary,no,yes,no,cellular,apr,166,1,144,failure
no,41,technician,tertiary,no,yes,yes,cellular,apr,520,2,319,failure
no,34,management,tertiary,no,yes,no,cellular,apr,120,1,262,failure
no,43,bluecollar,primary,no,yes,no,cellular,apr,199,2,146,failure
no,35,bluecollar,secondary,no,yes,no,cellular,apr,269,3,328,failure
no,41,management,tertiary,no,no,no,cellular,apr,427,4,144,failure
no,45,technician,primary,no,yes,no,cellular,apr,110,1,263,failure
no,29,services,secondary,no,yes,no,cellular,apr,553,2,316,other
no,34,bluecollar,secondary,no,yes,no,cellular,apr,232,1,147,failure
yes,43,services,primary,no,yes,no,telephone,apr,165,2,327,failure
no,40,services,secondary,no,yes,no,cellular,apr,389,2,299,failure
yes,33,management,tertiary,no,yes,no,cellular,apr,636,3,330,failure
no,34,services,secondary,no,yes,yes,cellular,apr,149,1,268,other
no,50,selfemployed,tertiary,no,yes,no,cellular,apr,107,1,148,failure
no,32,management,tertiary,no,yes,no,cellular,apr,362,1,271,failure
yes,38,management,tertiary,no,yes,no,cellular,apr,139,5,145,failure
no,40,admin,secondary,no,yes,no,cellular,apr,313,3,145,other
yes,32,bluecollar,secondary,yes,yes,no,cellular,apr,648,1,272,other
no,33,services,secondary,no,yes,no,cellular,apr,370,1,146,failure
no,36,bluecollar,primary,no,yes,no,cellular,apr,176,1,330,failure
no,42,technician,secondary,no,no,no,cellular,apr,67,5,149,other
no,33,housemaid,tertiary,no,yes,no,cellular,apr,199,2,146,failure
no,43,bluecollar,secondary,no,yes,no,cellular,apr,243,1,336,failure
no,29,admin,secondary,no,yes,no,telephone,apr,262,6,316,other
no,39,bluecollar,primary,no,yes,no,cellular,apr,232,1,335,failure
no,58,bluecollar,secondary,no,yes,no,cellular,apr,104,1,332,failure
no,50,bluecollar,secondary,no,yes,no,cellular,apr,18,3,273,failure
no,35,admin,secondary,no,yes,no,cellular,apr,275,1,318,other
no,37,technician,tertiary,no,yes,no,cellular,apr,309,1,317,failure
no,39,management,secondary,no,no,no,cellular,apr,316,1,146,failure
no,29,bluecollar,primary,no,yes,no,cellular,apr,617,1,322,failure
no,39,management,tertiary,no,yes,yes,cellular,apr,517,1,255,failure
yes,35,bluecollar,secondary,no,yes,no,cellular,apr,1174,1,345,other
no,57,admin,primary,no,yes,no,cellular,apr,284,1,317,failure
no,47,entrepreneur,secondary,no,yes,no,telephone,apr,272,2,321,failure
no,46,services,secondary,no,yes,no,cellular,apr,126,2,149,failure
no,33,management,tertiary,no,yes,yes,cellular,apr,257,2,148,failure
no,32,bluecollar,primary,no,yes,no,cellular,apr,219,1,273,failure
no,30,admin,tertiary,no,yes,no,cellular,apr,62,1,323,failure
no,40,technician,primary,no,yes,no,cellular,apr,118,2,336,failure
no,38,admin,secondary,no,yes,no,cellular,apr,235,2,335,failure
no,36,bluecollar,primary,no,yes,no,cellular,apr,114,2,304,failure
no,31,management,tertiary,no,yes,no,cellular,apr,302,2,248,failure
no,32,bluecollar,primary,no,no,no,cellular,apr,408,2,231,other
no,27,technician,secondary,no,yes,no,cellular,apr,119,1,314,success
no,35,management,tertiary,no,yes,no,cellular,apr,102,1,148,other
no,53,bluecollar,primary,no,yes,no,cellular,apr,1410,1,325,failure
no,33,management,tertiary,no,yes,no,cellular,apr,633,3,248,other
yes,32,technician,tertiary,no,yes,no,cellular,apr,944,1,318,failure
no,32,management,tertiary,no,yes,no,cellular,apr,245,1,149,failure
no,33,services,secondary,no,yes,no,cellular,apr,271,1,150,failure
no,33,services,secondary,no,yes,no,cellular,apr,239,3,329,failure
no,37,bluecollar,secondary,no,yes,no,cellular,apr,37,1,343,failure
no,55,admin,secondary,no,yes,no,cellular,apr,85,1,151,failure
no,34,services,secondary,no,yes,yes,cellular,apr,175,1,332,failure
no,33,bluecollar,secondary,no,yes,no,cellular,apr,552,1,332,failure
no,37,bluecollar,secondary,no,yes,no,cellular,apr,416,1,340,failure
no,30,services,secondary,no,yes,no,cellular,apr,294,1,275,failure
no,34,services,secondary,no,no,no,cellular,apr,282,2,150,failure
no,38,bluecollar,primary,no,yes,no,cellular,apr,198,5,331,failure
no,50,admin,secondary,no,yes,yes,cellular,apr,77,3,338,failure
no,31,services,secondary,no,yes,no,cellular,apr,135,1,270,failure
no,43,bluecollar,primary,no,yes,no,cellular,apr,351,1,337,failure
no,38,bluecollar,secondary,no,yes,no,cellular,apr,39,2,324,other
no,28,bluecollar,secondary,no,yes,yes,cellular,apr,406,1,317,failure
yes,32,management,tertiary,no,yes,no,cellular,apr,1095,1,274,success
no,31,selfemployed,tertiary,no,yes,no,cellular,apr,664,1,319,failure
no,54,bluecollar,primary,no,yes,no,cellular,apr,251,1,263,failure
no,28,technician,secondary,no,no,no,cellular,apr,268,1,333,failure
no,35,services,secondary,no,yes,no,cellular,apr,69,1,322,failure
no,38,management,tertiary,no,yes,no,cellular,apr,141,1,323,failure
no,40,bluecollar,primary,no,yes,yes,cellular,apr,139,1,346,failure
no,37,technician,secondary,no,yes,no,cellular,apr,921,2,263,failure
no,28,services,secondary,no,yes,yes,cellular,apr,219,1,322,failure
no,31,bluecollar,primary,no,yes,no,cellular,apr,193,2,322,other
no,33,technician,secondary,no,yes,no,cellular,apr,181,1,317,failure
yes,31,technician,tertiary,no,yes,no,cellular,apr,997,1,57,failure
no,54,admin,secondary,no,yes,no,cellular,apr,74,2,323,failure
no,39,admin,secondary,no,yes,no,cellular,apr,146,1,281,failure
no,34,bluecollar,secondary,no,yes,no,cellular,apr,518,3,346,other
no,60,retired,primary,no,yes,no,cellular,apr,68,3,343,other
no,30,bluecollar,secondary,no,yes,yes,cellular,apr,71,2,317,failure
no,42,services,secondary,no,yes,yes,cellular,apr,161,1,149,failure
yes,38,management,tertiary,no,yes,no,cellular,apr,526,1,260,other
no,30,admin,secondary,no,yes,no,cellular,apr,175,1,347,failure
no,41,technician,tertiary,no,yes,no,cellular,apr,138,1,267,failure
no,37,bluecollar,primary,no,yes,no,cellular,apr,362,2,315,failure
no,44,management,tertiary,no,yes,no,cellular,apr,77,1,268,other
no,36,selfemployed,secondary,no,yes,no,cellular,apr,1554,3,343,failure
no,46,bluecollar,primary,no,yes,no,cellular,apr,70,1,344,failure
no,45,bluecollar,primary,no,yes,no,cellular,apr,492,1,148,other
no,35,admin,secondary,no,yes,no,cellular,apr,611,1,270,failure
no,40,bluecollar,secondary,no,yes,no,cellular,apr,156,2,318,other
no,24,bluecollar,secondary,no,yes,no,cellular,apr,401,1,15,failure
no,32,services,secondary,no,yes,no,cellular,apr,237,2,345,failure
no,48,management,tertiary,no,yes,no,cellular,apr,198,2,343,failure
no,35,services,secondary,no,yes,no,cellular,apr,202,2,280,failure
no,54,selfemployed,secondary,no,yes,no,cellular,apr,472,1,148,failure
no,37,management,tertiary,no,yes,no,cellular,apr,135,1,336,failure
no,37,bluecollar,secondary,no,yes,no,cellular,apr,127,1,282,failure
no,32,admin,secondary,no,yes,no,cellular,apr,158,1,337,other
no,32,services,secondary,no,yes,no,cellular,apr,329,1,150,failure
no,39,technician,secondary,no,yes,no,cellular,apr,185,1,317,failure
no,37,bluecollar,secondary,no,yes,yes,cellular,apr,147,3,347,failure
no,30,technician,secondary,no,yes,no,cellular,apr,609,2,266,failure
no,41,bluecollar,secondary,no,yes,no,cellular,apr,239,2,148,failure
no,53,management,tertiary,no,yes,no,cellular,apr,121,2,344,failure
no,34,technician,secondary,no,yes,no,cellular,apr,20,2,238,failure
no,49,bluecollar,secondary,no,yes,yes,cellular,apr,162,2,281,failure
no,40,technician,secondary,no,yes,yes,cellular,apr,276,2,326,failure
no,34,management,tertiary,no,yes,yes,cellular,apr,129,2,148,other
no,29,services,secondary,no,yes,no,cellular,apr,273,2,343,failure
no,31,bluecollar,secondary,no,yes,no,cellular,apr,218,4,329,other
no,33,services,secondary,no,yes,no,cellular,apr,170,2,263,failure
no,51,bluecollar,primary,no,yes,no,cellular,apr,666,3,274,failure
no,38,bluecollar,secondary,no,yes,yes,telephone,apr,318,2,332,other
no,31,technician,secondary,no,yes,no,cellular,apr,334,2,240,failure
no,30,services,secondary,no,yes,yes,cellular,apr,282,4,329,other
no,32,bluecollar,secondary,no,yes,no,cellular,apr,163,2,323,failure
no,35,bluecollar,secondary,no,yes,no,cellular,apr,694,2,331,success
no,30,bluecollar,secondary,no,yes,no,cellular,apr,22,3,329,failure
no,29,bluecollar,primary,no,yes,yes,cellular,apr,202,3,318,failure
no,46,services,secondary,no,yes,no,cellular,apr,225,3,150,failure
no,44,bluecollar,primary,no,yes,no,cellular,apr,829,3,326,failure
no,46,services,secondary,no,yes,no,cellular,apr,427,2,337,failure
no,38,bluecollar,secondary,no,yes,no,cellular,apr,291,4,331,failure
no,37,bluecollar,secondary,no,yes,no,cellular,apr,72,2,281,failure
no,42,bluecollar,unknown,no,yes,no,telephone,apr,33,1,339,failure
no,32,bluecollar,secondary,no,yes,no,cellular,apr,311,1,321,other
no,45,bluecollar,primary,no,yes,no,telephone,apr,406,3,270,failure
no,35,management,tertiary,no,yes,no,cellular,apr,17,6,322,other
no,46,bluecollar,primary,no,yes,no,cellular,apr,386,2,234,failure
no,34,management,tertiary,no,no,no,cellular,apr,96,1,245,other
yes,50,unknown,primary,no,yes,yes,cellular,apr,670,4,340,success
no,50,entrepreneur,tertiary,no,yes,no,cellular,apr,319,2,340,failure
no,36,bluecollar,secondary,no,yes,no,cellular,apr,9,5,322,other
no,39,bluecollar,secondary,no,yes,no,cellular,apr,450,1,271,failure
no,48,services,primary,no,yes,no,cellular,apr,90,2,259,failure
no,33,bluecollar,secondary,no,no,no,cellular,apr,335,1,334,failure
no,38,bluecollar,secondary,no,yes,no,cellular,apr,19,5,328,other
no,34,technician,secondary,no,yes,no,cellular,apr,187,3,332,other
no,46,management,tertiary,no,yes,no,cellular,apr,45,1,154,failure
no,45,management,tertiary,no,yes,no,cellular,apr,92,1,342,failure
no,39,services,secondary,no,yes,yes,cellular,apr,155,1,154,failure
no,32,technician,secondary,no,yes,no,cellular,apr,62,1,340,failure
no,59,management,tertiary,no,yes,no,cellular,apr,33,1,173,success
no,32,management,tertiary,no,yes,no,cellular,apr,246,1,152,failure
no,34,entrepreneur,secondary,no,yes,no,cellular,apr,40,1,150,failure
no,43,bluecollar,secondary,no,yes,no,cellular,apr,149,1,152,failure
no,39,bluecollar,primary,no,yes,no,telephone,apr,78,1,313,failure
no,31,management,tertiary,no,yes,no,cellular,apr,15,1,326,other
no,33,technician,secondary,no,yes,no,cellular,apr,104,3,236,failure
no,41,bluecollar,primary,no,yes,no,cellular,apr,170,1,150,failure
no,36,bluecollar,primary,no,yes,no,cellular,apr,15,6,152,other
no,35,management,tertiary,no,yes,no,cellular,apr,54,1,273,failure
no,33,management,tertiary,no,yes,no,cellular,apr,170,1,235,failure
no,43,bluecollar,secondary,no,yes,no,cellular,apr,42,3,279,other
no,33,housemaid,tertiary,no,yes,no,cellular,apr,129,1,322,failure
no,39,services,secondary,no,yes,no,cellular,apr,116,2,332,failure
no,31,services,primary,no,yes,no,cellular,apr,93,3,340,other
no,34,management,tertiary,no,no,no,cellular,apr,247,1,332,failure
no,54,technician,secondary,no,yes,no,telephone,apr,41,1,150,other
no,29,technician,tertiary,no,yes,no,cellular,apr,53,1,346,failure
no,43,services,secondary,no,yes,no,cellular,apr,165,1,321,failure
no,32,technician,secondary,no,yes,no,cellular,apr,380,1,74,failure
no,32,admin,secondary,no,yes,no,cellular,apr,177,2,348,failure
no,38,entrepreneur,secondary,no,yes,yes,cellular,apr,305,2,154,failure
